"lon","lat","bio_1","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","species_occ"
123.863111,10.378081,25.3344993591309,26.21266746521,24.1866664886475,1898,222,59,34.6331176757812,640,237,390,409,8.05700016021729,73.9174194335938,83.9965744018555,30.9080009460449,20.007999420166,10.9000015258789,25.4379997253418,24.9253330230713,1
123.863111,10.378081,25.3344993591309,26.21266746521,24.1866664886475,1898,222,59,34.6331176757812,640,237,390,409,8.05700016021729,73.9174194335938,83.9965744018555,30.9080009460449,20.007999420166,10.9000015258789,25.4379997253418,24.9253330230713,1
123.863111,10.378081,25.3344993591309,26.21266746521,24.1866664886475,1898,222,59,34.6331176757812,640,237,390,409,8.05700016021729,73.9174194335938,83.9965744018555,30.9080009460449,20.007999420166,10.9000015258789,25.4379997253418,24.9253330230713,1
123.863111,10.378081,25.3344993591309,26.21266746521,24.1866664886475,1898,222,59,34.6331176757812,640,237,390,409,8.05700016021729,73.9174194335938,83.9965744018555,30.9080009460449,20.007999420166,10.9000015258789,25.4379997253418,24.9253330230713,1
123.863111,10.378081,25.3344993591309,26.21266746521,24.1866664886475,1898,222,59,34.6331176757812,640,237,390,409,8.05700016021729,73.9174194335938,83.9965744018555,30.9080009460449,20.007999420166,10.9000015258789,25.4379997253418,24.9253330230713,1
123.287297,9.296539,27.6618328094482,28.4680004119873,26.7826671600342,1434,217,51,42.6023178100586,545,163,289,275,7.34433317184448,78.2644119262695,66.1529769897461,32.6520004272461,23.2679996490479,9.38400077819824,27.6426658630371,27.5319995880127,1
123.287297,9.296539,27.6618328094482,28.4680004119873,26.7826671600342,1434,217,51,42.6023178100586,545,163,289,275,7.34433317184448,78.2644119262695,66.1529769897461,32.6520004272461,23.2679996490479,9.38400077819824,27.6426658630371,27.5319995880127,1
123.287297,9.296539,27.6618328094482,28.4680004119873,26.7826671600342,1434,217,51,42.6023178100586,545,163,289,275,7.34433317184448,78.2644119262695,66.1529769897461,32.6520004272461,23.2679996490479,9.38400077819824,27.6426658630371,27.5319995880127,1
123.287297,9.296539,27.6618328094482,28.4680004119873,26.7826671600342,1434,217,51,42.6023178100586,545,163,289,275,7.34433317184448,78.2644119262695,66.1529769897461,32.6520004272461,23.2679996490479,9.38400077819824,27.6426658630371,27.5319995880127,1
122.566922,11.004747,27.1923332214355,28.2199993133545,26.1146659851074,2148,296,58,48.5219230651855,782,193,467,322,7.36866617202759,70.9617385864258,80.9903869628906,32.9599990844727,22.576000213623,10.3839988708496,27.220666885376,27.0613327026367,1
122.168642,7.173661,26.550500869751,27.0146675109863,26.1733341217041,1768,246,55,50.341365814209,667,167,301,198,8.07100009918213,83.1376190185547,34.2091064453125,31.4200000762939,21.7119998931885,9.70800018310547,26.4913330078125,26.3193340301514,1
123.863111,10.378081,25.3344993591309,26.21266746521,24.1866664886475,1898,222,59,34.6331176757812,640,237,390,409,8.05700016021729,73.9174194335938,83.9965744018555,30.9080009460449,20.007999420166,10.9000015258789,25.4379997253418,24.9253330230713,1
123.863111,10.378081,25.3344993591309,26.21266746521,24.1866664886475,1898,222,59,34.6331176757812,640,237,390,409,8.05700016021729,73.9174194335938,83.9965744018555,30.9080009460449,20.007999420166,10.9000015258789,25.4379997253418,24.9253330230713,1
123.287297,9.296539,27.6618328094482,28.4680004119873,26.7826671600342,1434,217,51,42.6023178100586,545,163,289,275,7.34433317184448,78.2644119262695,66.1529769897461,32.6520004272461,23.2679996490479,9.38400077819824,27.6426658630371,27.5319995880127,1
122.876619,11.428586,27.5615386962891,28.5179481506348,26.4897441864014,2391,311,70,42.4702339172363,851,234,493,466,6.84743595123291,71.6143569946289,80.2215881347656,32.9000015258789,23.3384609222412,9.5615406036377,27.5846157073975,27.2961540222168,1
123.287297,9.296539,27.6618328094482,28.4680004119873,26.7826671600342,1434,217,51,42.6023178100586,545,163,289,275,7.34433317184448,78.2644119262695,66.1529769897461,32.6520004272461,23.2679996490479,9.38400077819824,27.6426658630371,27.5319995880127,1
122.168642,7.173661,26.550500869751,27.0146675109863,26.1733341217041,1768,246,55,50.341365814209,667,167,301,198,8.07100009918213,83.1376190185547,34.2091064453125,31.4200000762939,21.7119998931885,9.70800018310547,26.4913330078125,26.3193340301514,1
122.168642,7.173661,26.550500869751,27.0146675109863,26.1733341217041,1768,246,55,50.341365814209,667,167,301,198,8.07100009918213,83.1376190185547,34.2091064453125,31.4200000762939,21.7119998931885,9.70800018310547,26.4913330078125,26.3193340301514,1
120.285117,14.838908,27.1591262817383,28.5309524536133,26.1246032714844,3283,992,4,119.123336791992,2186,16,755,28,8.25714302062988,63.8674011230469,100.053153991699,34.3095245361328,21.380952835083,12.9285717010498,26.8134918212891,26.6253967285156,1
120.270725,14.826,27.4854164123535,28.8395843505859,26.439582824707,3360,1022,4,119.772193908691,2245,15,768,30,8.20416641235352,64.5997314453125,98.5031356811523,34.4500007629395,21.75,12.7000007629395,27.4333324432373,26.9187507629395,1
120.967239,14.650092,27.4399299621582,28.7979164123535,26.129861831665,2431,536,11,91.5919342041016,1390,49,500,117,8.33611106872559,66.6222610473633,101.985809326172,33.845832824707,21.3333320617676,12.5125007629395,27.4798603057861,26.6020832061768,1
120.967239,14.650092,27.4399299621582,28.7979164123535,26.129861831665,2431,536,11,91.5919342041016,1390,49,500,117,8.33611106872559,66.6222610473633,101.985809326172,33.845832824707,21.3333320617676,12.5125007629395,27.4798603057861,26.6020832061768,1
120.967239,14.650092,27.4399299621582,28.7979164123535,26.129861831665,2431,536,11,91.5919342041016,1390,49,500,117,8.33611106872559,66.6222610473633,101.985809326172,33.845832824707,21.3333320617676,12.5125007629395,27.4798603057861,26.6020832061768,1
120.967239,14.650092,27.4399299621582,28.7979164123535,26.129861831665,2431,536,11,91.5919342041016,1390,49,500,117,8.33611106872559,66.6222610473633,101.985809326172,33.845832824707,21.3333320617676,12.5125007629395,27.4798603057861,26.6020832061768,1
120.967239,14.650092,27.4399299621582,28.7979164123535,26.129861831665,2431,536,11,91.5919342041016,1390,49,500,117,8.33611106872559,66.6222610473633,101.985809326172,33.845832824707,21.3333320617676,12.5125007629395,27.4798603057861,26.6020832061768,1
120.967239,14.650092,27.4399299621582,28.7979164123535,26.129861831665,2431,536,11,91.5919342041016,1390,49,500,117,8.33611106872559,66.6222610473633,101.985809326172,33.845832824707,21.3333320617676,12.5125007629395,27.4798603057861,26.6020832061768,1
120.967239,14.650092,27.4399299621582,28.7979164123535,26.129861831665,2431,536,11,91.5919342041016,1390,49,500,117,8.33611106872559,66.6222610473633,101.985809326172,33.845832824707,21.3333320617676,12.5125007629395,27.4798603057861,26.6020832061768,1
123.832,10.3199,26.3484992980957,27.2240009307861,25.2433338165283,1698,202,51,35.853214263916,582,209,342,362,8.0290002822876,73.9046401977539,80.7785949707031,31.923999786377,21.0599994659424,10.8640003204346,26.4353332519531,26.0026664733887,1
123.293,9.338031,27.8656253814697,28.6958332061768,26.970832824707,1313,204,50,42.5274085998535,510,159,255,264,7.37291622161865,78.2272033691406,67.4666213989258,32.9250030517578,23.5,9.42500305175781,27.8541660308838,27.7416667938232,1
123.308056,9.310278,27.9011363983154,28.7151508331299,27.0348491668701,1320,207,47,43.7099456787109,517,155,262,263,7.41439342498779,78.6483383178711,65.6416931152344,32.9363632202148,23.509090423584,9.42727279663086,27.8712120056152,27.7909088134766,1
123.308056,9.310278,27.9011363983154,28.7151508331299,27.0348491668701,1320,207,47,43.7099456787109,517,155,262,263,7.41439342498779,78.6483383178711,65.6416931152344,32.9363632202148,23.509090423584,9.42727279663086,27.8712120056152,27.7909088134766,1
123.741433,11.205219,28.004861831665,28.9222221374512,26.9618053436279,1901,251,62,39.9619064331055,687,207,391,392,7.67013931274414,74.0182189941406,78.7784881591797,33.4333343505859,23.0708332061768,10.3625011444092,27.9597225189209,27.7486114501953,1
123.741433,11.205219,28.004861831665,28.9222221374512,26.9618053436279,1901,251,62,39.9619064331055,687,207,391,392,7.67013931274414,74.0182189941406,78.7784881591797,33.4333343505859,23.0708332061768,10.3625011444092,27.9597225189209,27.7486114501953,1
123.741433,11.205219,28.004861831665,28.9222221374512,26.9618053436279,1901,251,62,39.9619064331055,687,207,391,392,7.67013931274414,74.0182189941406,78.7784881591797,33.4333343505859,23.0708332061768,10.3625011444092,27.9597225189209,27.7486114501953,1
123.741433,11.205219,28.004861831665,28.9222221374512,26.9618053436279,1901,251,62,39.9619064331055,687,207,391,392,7.67013931274414,74.0182189941406,78.7784881591797,33.4333343505859,23.0708332061768,10.3625011444092,27.9597225189209,27.7486114501953,1
123.741433,11.205219,28.004861831665,28.9222221374512,26.9618053436279,1901,251,62,39.9619064331055,687,207,391,392,7.67013931274414,74.0182189941406,78.7784881591797,33.4333343505859,23.0708332061768,10.3625011444092,27.9597225189209,27.7486114501953,1
123.741433,11.205219,28.004861831665,28.9222221374512,26.9618053436279,1901,251,62,39.9619064331055,687,207,391,392,7.67013931274414,74.0182189941406,78.7784881591797,33.4333343505859,23.0708332061768,10.3625011444092,27.9597225189209,27.7486114501953,1
123.741433,11.205219,28.004861831665,28.9222221374512,26.9618053436279,1901,251,62,39.9619064331055,687,207,391,392,7.67013931274414,74.0182189941406,78.7784881591797,33.4333343505859,23.0708332061768,10.3625011444092,27.9597225189209,27.7486114501953,1
123.741433,11.205219,28.004861831665,28.9222221374512,26.9618053436279,1901,251,62,39.9619064331055,687,207,391,392,7.67013931274414,74.0182189941406,78.7784881591797,33.4333343505859,23.0708332061768,10.3625011444092,27.9597225189209,27.7486114501953,1
123.741433,11.205219,28.004861831665,28.9222221374512,26.9618053436279,1901,251,62,39.9619064331055,687,207,391,392,7.67013931274414,74.0182189941406,78.7784881591797,33.4333343505859,23.0708332061768,10.3625011444092,27.9597225189209,27.7486114501953,1
120.993791,6.047425,26.8861103057861,27.338888168335,26.3111114501953,1948,234,90,30.0236549377441,620,312,620,352,7.64444494247437,85.8926467895508,43.5184211730957,31.3666667938232,22.466667175293,8.89999961853027,27.338888168335,26.3444442749023,1
120.991987,6.04909,26.8861103057861,27.338888168335,26.3111114501953,1948,234,90,30.0236549377441,620,312,620,352,7.64444494247437,85.8926467895508,43.5184211730957,31.3666667938232,22.466667175293,8.89999961853027,27.338888168335,26.3444442749023,1
121.244314,14.170758,27.0631656646729,28.4179992675781,25.6706657409668,1953,286,17,66.4331588745117,817,82,424,189,6.85699987411499,63.7741889953613,104.728225708008,32.6959991455078,21.9440002441406,10.7519989013672,27.2759990692139,27.1453323364258,1
121.244314,14.170758,27.0631656646729,28.4179992675781,25.6706657409668,1953,286,17,66.4331588745117,817,82,424,189,6.85699987411499,63.7741889953613,104.728225708008,32.6959991455078,21.9440002441406,10.7519989013672,27.2759990692139,27.1453323364258,1
120.111467,15.313111,26.1079998016357,27.343334197998,25.1940002441406,3099,870,6,111.786643981934,1992,30,750,34,8.8953332901001,66.6416854858398,89.0749359130859,33.2000007629395,19.8519992828369,13.3480014801025,25.7466659545898,25.6480007171631,1
122.564439,12.314439,27.2879161834717,28.3666667938232,26.0849990844727,2197,330,60,49.940559387207,859,188,407,414,6.46083307266235,68.5136184692383,88.1575088500977,32.439998626709,23.0100002288818,9.42999839782715,27.2900009155273,27.1033325195312,1
123.508947,13.432997,26.5438327789307,27.6526660919189,25.0659999847412,2907,432,115,43.6033973693848,1183,371,611,757,7.39833307266235,69.2468490600586,106.783065795898,31.9200000762939,21.2360000610352,10.6840000152588,26.1466674804688,25.8999996185303,1
123.508947,13.432997,26.5438327789307,27.6526660919189,25.0659999847412,2907,432,115,43.6033973693848,1183,371,611,757,7.39833307266235,69.2468490600586,106.783065795898,31.9200000762939,21.2360000610352,10.6840000152588,26.1466674804688,25.8999996185303,1
118.904793,10.196576,26.5787887573242,27.3954544067383,26.0030307769775,1764,252,15,66.0285415649414,731,61,408,157,6.9037880897522,76.8640441894531,58.2780456542969,31.3727264404297,22.3909091949463,8.9818172454834,26.4159088134766,26.2090911865234,1
124.037008,12.958814,26.8901309967041,27.945613861084,25.4500007629395,3349,508,157,43.9648094177246,1369,505,568,1151,6.78464937210083,70.3648147583008,103.822998046875,31.8947372436523,22.2526321411133,9.64210510253906,25.8280696868896,27.8070182800293,1
123.405,9.88015,27.4065971374512,28.3611125946045,26.2652778625488,1726,225,64,35.6888427734375,602,219,351,367,7.86041641235352,73.8067169189453,83.2612609863281,32.9916687011719,22.341667175293,10.6500015258789,27.0972213745117,27.2111110687256,1
121.414083,12.022817,27.4378471374512,28.5506935119629,26.6277770996094,3362,721,22,83.7295150756836,1796,113,690,226,6.52847242355347,69.4518203735352,77.7058029174805,32.5750007629395,23.1749992370605,9.40000152587891,27.1722221374512,27.7326393127441,1
122.5967,10.6662,26.9846668243408,28.0213317871094,25.9326667785645,2248,355,32,67.5342102050781,1014,126,519,183,7.50666666030884,71.4648513793945,80.8424758911133,32.6359977722168,22.1319999694824,10.5039978027344,27.0499992370605,26.1966667175293,1
122.5967,10.6662,26.9846668243408,28.0213317871094,25.9326667785645,2248,355,32,67.5342102050781,1014,126,519,183,7.50666666030884,71.4648513793945,80.8424758911133,32.6359977722168,22.1319999694824,10.5039978027344,27.0499992370605,26.1966667175293,1
122.5967,10.6662,26.9846668243408,28.0213317871094,25.9326667785645,2248,355,32,67.5342102050781,1014,126,519,183,7.50666666030884,71.4648513793945,80.8424758911133,32.6359977722168,22.1319999694824,10.5039978027344,27.0499992370605,26.1966667175293,1
122.5967,10.6662,26.9846668243408,28.0213317871094,25.9326667785645,2248,355,32,67.5342102050781,1014,126,519,183,7.50666666030884,71.4648513793945,80.8424758911133,32.6359977722168,22.1319999694824,10.5039978027344,27.0499992370605,26.1966667175293,1
122.5967,10.6662,26.9846668243408,28.0213317871094,25.9326667785645,2248,355,32,67.5342102050781,1014,126,519,183,7.50666666030884,71.4648513793945,80.8424758911133,32.6359977722168,22.1319999694824,10.5039978027344,27.0499992370605,26.1966667175293,1
122.5967,10.6662,26.9846668243408,28.0213317871094,25.9326667785645,2248,355,32,67.5342102050781,1014,126,519,183,7.50666666030884,71.4648513793945,80.8424758911133,32.6359977722168,22.1319999694824,10.5039978027344,27.0499992370605,26.1966667175293,1
122.5967,10.6662,26.9846668243408,28.0213317871094,25.9326667785645,2248,355,32,67.5342102050781,1014,126,519,183,7.50666666030884,71.4648513793945,80.8424758911133,32.6359977722168,22.1319999694824,10.5039978027344,27.0499992370605,26.1966667175293,1
123.4024,9.9291,27.4385414123535,28.4166660308838,26.2489585876465,1767,231,64,36.1114654541016,615,220,363,373,8.04166603088379,73.3561477661133,85.9275436401367,33.1937484741211,22.2312507629395,10.9624977111816,27.111457824707,27.2437496185303,1
121.9682,14.752583,26.5031661987305,27.9053325653076,24.7000007629395,2656,404,81,50.2579727172852,1119,261,598,650,6.85966682434082,63.9894332885742,133.360046386719,32.007999420166,21.2880001068115,10.7199993133545,25.8800010681152,25.6826667785645,1
121.9682,14.752583,26.5031661987305,27.9053325653076,24.7000007629395,2656,404,81,50.2579727172852,1119,261,598,650,6.85966682434082,63.9894332885742,133.360046386719,32.007999420166,21.2880001068115,10.7199993133545,25.8800010681152,25.6826667785645,1
121.9682,14.752583,26.5031661987305,27.9053325653076,24.7000007629395,2656,404,81,50.2579727172852,1119,261,598,650,6.85966682434082,63.9894332885742,133.360046386719,32.007999420166,21.2880001068115,10.7199993133545,25.8800010681152,25.6826667785645,1
123.677617,10.439783,26.9928035736084,27.9310607910156,25.7356052398682,1533,205,46,37.7684097290039,557,190,292,354,7.81666660308838,71.922477722168,91.8761596679688,32.6090927124023,21.740909576416,10.8681831359863,27.1333332061768,26.5151519775391,1
124.04898,12.96601,27.0060005187988,28.0533332824707,25.6046657562256,3343,512,156,44.8182373046875,1378,498,558,1160,6.81800031661987,70.6968002319336,101.916694641113,32.0400009155273,22.3959999084473,9.64400100708008,25.9686660766602,27.9260005950928,1
124.04898,12.96601,27.0060005187988,28.0533332824707,25.6046657562256,3343,512,156,44.8182373046875,1378,498,558,1160,6.81800031661987,70.6968002319336,101.916694641113,32.0400009155273,22.3959999084473,9.64400100708008,25.9686660766602,27.9260005950928,1
124.04898,12.96601,27.0060005187988,28.0533332824707,25.6046657562256,3343,512,156,44.8182373046875,1378,498,558,1160,6.81800031661987,70.6968002319336,101.916694641113,32.0400009155273,22.3959999084473,9.64400100708008,25.9686660766602,27.9260005950928,1
124.04898,12.96601,27.0060005187988,28.0533332824707,25.6046657562256,3343,512,156,44.8182373046875,1378,498,558,1160,6.81800031661987,70.6968002319336,101.916694641113,32.0400009155273,22.3959999084473,9.64400100708008,25.9686660766602,27.9260005950928,1
124.04898,12.96601,27.0060005187988,28.0533332824707,25.6046657562256,3343,512,156,44.8182373046875,1378,498,558,1160,6.81800031661987,70.6968002319336,101.916694641113,32.0400009155273,22.3959999084473,9.64400100708008,25.9686660766602,27.9260005950928,1
124.5548,10.0902,27.4133777618408,28.222806930542,26.4052639007568,1901,221,57,33.3342781066895,623,259,473,486,6.70833301544189,74.0606460571289,74.7488021850586,32.1526298522949,23.0947380065918,9.05789184570312,27.5008773803711,27.0043869018555,1
124.5548,10.0902,27.4133777618408,28.222806930542,26.4052639007568,1901,221,57,33.3342781066895,623,259,473,486,6.70833301544189,74.0606460571289,74.7488021850586,32.1526298522949,23.0947380065918,9.05789184570312,27.5008773803711,27.0043869018555,1
124.5548,10.0902,27.4133777618408,28.222806930542,26.4052639007568,1901,221,57,33.3342781066895,623,259,473,486,6.70833301544189,74.0606460571289,74.7488021850586,32.1526298522949,23.0947380065918,9.05789184570312,27.5008773803711,27.0043869018555,1
124.5548,10.0902,27.4133777618408,28.222806930542,26.4052639007568,1901,221,57,33.3342781066895,623,259,473,486,6.70833301544189,74.0606460571289,74.7488021850586,32.1526298522949,23.0947380065918,9.05789184570312,27.5008773803711,27.0043869018555,1
124.5548,10.0902,27.4133777618408,28.222806930542,26.4052639007568,1901,221,57,33.3342781066895,623,259,473,486,6.70833301544189,74.0606460571289,74.7488021850586,32.1526298522949,23.0947380065918,9.05789184570312,27.5008773803711,27.0043869018555,1
123.62348,12.36835,27.3946075439453,28.4745101928711,26.071569442749,2157,287,68,42.6418151855469,834,265,336,563,7.22451019287109,69.742561340332,96.540885925293,32.9058837890625,22.5470581054688,10.3588256835938,26.9529418945312,27.0078430175781,1
123.62348,12.36835,27.3946075439453,28.4745101928711,26.071569442749,2157,287,68,42.6418151855469,834,265,336,563,7.22451019287109,69.742561340332,96.540885925293,32.9058837890625,22.5470581054688,10.3588256835938,26.9529418945312,27.0078430175781,1
123.62348,12.36835,27.3946075439453,28.4745101928711,26.071569442749,2157,287,68,42.6418151855469,834,265,336,563,7.22451019287109,69.742561340332,96.540885925293,32.9058837890625,22.5470581054688,10.3588256835938,26.9529418945312,27.0078430175781,1
123.62348,12.36835,27.3946075439453,28.4745101928711,26.071569442749,2157,287,68,42.6418151855469,834,265,336,563,7.22451019287109,69.742561340332,96.540885925293,32.9058837890625,22.5470581054688,10.3588256835938,26.9529418945312,27.0078430175781,1
123.62348,12.36835,27.3946075439453,28.4745101928711,26.071569442749,2157,287,68,42.6418151855469,834,265,336,563,7.22451019287109,69.742561340332,96.540885925293,32.9058837890625,22.5470581054688,10.3588256835938,26.9529418945312,27.0078430175781,1
122.45,13.9,26.5941295623779,27.7227268218994,25.1037883758545,2267,337,68,52.4914093017578,991,212,530,555,7.21250009536743,66.8668365478516,107.166053771973,32.0318183898926,21.245454788208,10.7863636016846,26.1553039550781,26.0530300140381,1
119.79285,5.03123,27.0083332061768,27.3666667938232,26.5,1724,184,116,15.9989366531372,507,361,443,440,7.53333330154419,88.6274490356445,36.8555755615234,31.3999996185303,22.8999996185303,8.5,26.8833332061768,26.8166656494141,1
119.79285,5.03123,27.0083332061768,27.3666667938232,26.5,1724,184,116,15.9989366531372,507,361,443,440,7.53333330154419,88.6274490356445,36.8555755615234,31.3999996185303,22.8999996185303,8.5,26.8833332061768,26.8166656494141,1
119.79792,5.033267,27.0083332061768,27.3666667938232,26.5,1724,184,116,15.9989366531372,507,361,443,440,7.53333330154419,88.6274490356445,36.8555755615234,31.3999996185303,22.8999996185303,8.5,26.8833332061768,26.8166656494141,1
119.79792,5.033267,27.0083332061768,27.3666667938232,26.5,1724,184,116,15.9989366531372,507,361,443,440,7.53333330154419,88.6274490356445,36.8555755615234,31.3999996185303,22.8999996185303,8.5,26.8833332061768,26.8166656494141,1
123.5269,13.4295,26.5438327789307,27.6526660919189,25.0659999847412,2907,432,115,43.6033973693848,1183,371,611,757,7.39833307266235,69.2468490600586,106.783065795898,31.9200000762939,21.2360000610352,10.6840000152588,26.1466674804688,25.8999996185303,1
123.5269,13.4295,26.5438327789307,27.6526660919189,25.0659999847412,2907,432,115,43.6033973693848,1183,371,611,757,7.39833307266235,69.2468490600586,106.783065795898,31.9200000762939,21.2360000610352,10.6840000152588,26.1466674804688,25.8999996185303,1
123.5269,13.4295,26.5438327789307,27.6526660919189,25.0659999847412,2907,432,115,43.6033973693848,1183,371,611,757,7.39833307266235,69.2468490600586,106.783065795898,31.9200000762939,21.2360000610352,10.6840000152588,26.1466674804688,25.8999996185303,1
123.5269,13.4295,26.5438327789307,27.6526660919189,25.0659999847412,2907,432,115,43.6033973693848,1183,371,611,757,7.39833307266235,69.2468490600586,106.783065795898,31.9200000762939,21.2360000610352,10.6840000152588,26.1466674804688,25.8999996185303,1
123.5269,13.4295,26.5438327789307,27.6526660919189,25.0659999847412,2907,432,115,43.6033973693848,1183,371,611,757,7.39833307266235,69.2468490600586,106.783065795898,31.9200000762939,21.2360000610352,10.6840000152588,26.1466674804688,25.8999996185303,1
123.5269,13.4295,26.5438327789307,27.6526660919189,25.0659999847412,2907,432,115,43.6033973693848,1183,371,611,757,7.39833307266235,69.2468490600586,106.783065795898,31.9200000762939,21.2360000610352,10.6840000152588,26.1466674804688,25.8999996185303,1
123.5269,13.4295,26.5438327789307,27.6526660919189,25.0659999847412,2907,432,115,43.6033973693848,1183,371,611,757,7.39833307266235,69.2468490600586,106.783065795898,31.9200000762939,21.2360000610352,10.6840000152588,26.1466674804688,25.8999996185303,1
123.8145,13.8173,26.8065223693848,27.991304397583,25.2876815795898,3359,530,158,47.5426406860352,1459,511,679,1000,6.76304340362549,67.9851531982422,112.314002990723,31.8521728515625,21.9043483734131,9.94782447814941,26.3500003814697,26.0811595916748,1
123.8145,13.8173,26.8065223693848,27.991304397583,25.2876815795898,3359,530,158,47.5426406860352,1459,511,679,1000,6.76304340362549,67.9851531982422,112.314002990723,31.8521728515625,21.9043483734131,9.94782447814941,26.3500003814697,26.0811595916748,1
123.825037,13.938495,26.8520832061768,28.0638885498047,25.2861099243164,3344,535,156,49.0449485778809,1477,507,668,997,6.41805553436279,66.9710083007812,115.216323852539,31.716667175293,22.1333332061768,9.58333396911621,26.3638877868652,26.1666679382324,1
123.825037,13.938495,26.8520832061768,28.0638885498047,25.2861099243164,3344,535,156,49.0449485778809,1477,507,668,997,6.41805553436279,66.9710083007812,115.216323852539,31.716667175293,22.1333332061768,9.58333396911621,26.3638877868652,26.1666679382324,1
123.825037,13.938495,26.8520832061768,28.0638885498047,25.2861099243164,3344,535,156,49.0449485778809,1477,507,668,997,6.41805553436279,66.9710083007812,115.216323852539,31.716667175293,22.1333332061768,9.58333396911621,26.3638877868652,26.1666679382324,1
123.825037,13.938495,26.8520832061768,28.0638885498047,25.2861099243164,3344,535,156,49.0449485778809,1477,507,668,997,6.41805553436279,66.9710083007812,115.216323852539,31.716667175293,22.1333332061768,9.58333396911621,26.3638877868652,26.1666679382324,1
123.825037,13.938495,26.8520832061768,28.0638885498047,25.2861099243164,3344,535,156,49.0449485778809,1477,507,668,997,6.41805553436279,66.9710083007812,115.216323852539,31.716667175293,22.1333332061768,9.58333396911621,26.3638877868652,26.1666679382324,1
123.67926,13.80614,26.1774997711182,27.3813323974609,24.5826663970947,3340,522,150,47.007755279541,1440,485,694,977,6.89833354949951,67.4719696044922,117.112121582031,31.2999992370605,21.076000213623,10.2239990234375,25.7159996032715,25.4033336639404,1
123.67838,13.80335,26.1774997711182,27.3813323974609,24.5826663970947,3340,522,150,47.007755279541,1440,485,694,977,6.89833354949951,67.4719696044922,117.112121582031,31.2999992370605,21.076000213623,10.2239990234375,25.7159996032715,25.4033336639404,1
123.67838,13.80335,26.1774997711182,27.3813323974609,24.5826663970947,3340,522,150,47.007755279541,1440,485,694,977,6.89833354949951,67.4719696044922,117.112121582031,31.2999992370605,21.076000213623,10.2239990234375,25.7159996032715,25.4033336639404,1
